cancer_code,n_samples,Ensembl_Gene_ID,Symbol,n_gt25,pct_gt25,n_gt50,pct_gt50,n_gt100,pct_gt100,n_gt200,pct_gt200
BRCA_LumB,199,PAGE5,PAGE5,3,1.51,2,1.01,2,1.01,1,0.5
BRCA_LumB,199,SSX1,SSX1,3,1.51,1,0.5,1,0.5,0,0.0
BRCA_LumB,199,SSX2,SSX2,3,1.51,2,1.01,1,0.5,0,0.0
BRCA_LumB,199,TEX19,TEX19,3,1.51,1,0.5,1,0.5,0,0.0
BRCA_LumB,199,ACTL8,ACTL8,2,1.01,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,FMR1NB,FMR1NB,2,1.01,2,1.01,1,0.5,1,0.5
BRCA_LumB,199,MAGEA8,MAGEA8,2,1.01,1,0.5,0,0.0,0,0.0
BRCA_LumB,199,ADAM2,ADAM2,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,COX7B2,COX7B2,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,CRISP2,CRISP2,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,CT83,CT83,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,FATE1,FATE1,1,0.5,1,0.5,0,0.0,0,0.0
BRCA_LumB,199,LRRC36,LRRC36,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,MAGEA4,MAGEA4,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,MAGEC2,MAGEC2,1,0.5,1,0.5,1,0.5,0,0.0
BRCA_LumB,199,PSG11,PSG11,1,0.5,1,0.5,1,0.5,0,0.0
BRCA_LumB,199,RAD21L1,RAD21L1,1,0.5,1,0.5,0,0.0,0,0.0
BRCA_LumB,199,SPO11,SPO11,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,TDRD1,TDRD1,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,TEX101,TEX101,1,0.5,1,0.5,0,0.0,0,0.0
BRCA_LumB,199,TUBA3C,TUBA3C,1,0.5,1,0.5,0,0.0,0,0.0
BRCA_LumB,199,VCX,VCX,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_Normal,35,EGFL6,EGFL6,2,5.71,1,2.86,0,0.0,0,0.0
BRCA_Normal,35,MAGEA3,MAGEA3,2,5.71,1,2.86,1,2.86,0,0.0
BRCA_Normal,35,PRAME,PRAME,2,5.71,0,0.0,0,0.0,0,0.0
BRCA_Normal,35,HORMAD1,HORMAD1,1,2.86,0,0.0,0,0.0,0,0.0
BRCA_Normal,35,MAGEA4,MAGEA4,1,2.86,0,0.0,0,0.0,0,0.0
BRCA_Normal,35,MAGEC2,MAGEC2,1,2.86,0,0.0,0,0.0,0,0.0
BRCA_Normal,35,TEX14,TEX14,1,2.86,1,2.86,1,2.86,0,0.0
BRCA_Normal,35,VCX,VCX,1,2.86,1,2.86,1,2.86,0,0.0
BRCA_Normal,35,VCX3B,VCX3B,1,2.86,0,0.0,0,0.0,0,0.0
BRCA_Normal,35,XAGE1,XAGE1,1,2.86,0,0.0,0,0.0,0,0.0
CESC,306,YBX2,YBX2,49,16.01,13,4.25,0,0.0,0,0.0
CESC,306,PRAME,PRAME,34,11.11,16,5.23,8,2.61,5,1.63
CESC,306,MAGEA3,MAGEA3,31,10.13,24,7.84,16,5.23,9,2.94
CESC,306,MAGEA4,MAGEA4,30,9.8,21,6.86,12,3.92,5,1.63
CESC,306,CT83,CT83,27,8.82,15,4.9,8,2.61,0,0.0
CESC,306,CTCFL,CTCFL,27,8.82,6,1.96,0,0.0,0,0.0
CESC,306,CXorf49,CXorf49,19,6.21,12,3.92,1,0.33,1,0.33
CESC,306,MAGEA1,MAGEA1,16,5.23,7,2.29,1,0.33,0,0.0
CESC,306,GAGE1,GAGE1,13,4.25,12,3.92,9,2.94,6,1.96
CESC,306,ACTL8,ACTL8,9,2.94,7,2.29,3,0.98,0,0.0
CESC,306,EGFL6,EGFL6,9,2.94,2,0.65,0,0.0,0,0.0
CESC,306,MAGEA12,MAGEA12,8,2.61,3,0.98,1,0.33,0,0.0
CESC,306,MAGEA2,MAGEA2,7,2.29,1,0.33,1,0.33,0,0.0
CESC,306,TKTL1,TKTL1,7,2.29,4,1.31,2,0.65,0,0.0
CESC,306,MAGEA9,MAGEA9,5,1.63,1,0.33,1,0.33,0,0.0
CESC,306,SYCE2,SYCE2,5,1.63,0,0.0,0,0.0,0,0.0
CESC,306,MEIOB,MEIOB,4,1.31,0,0.0,0,0.0,0,0.0
CESC,306,NY-ESO-1,NY-ESO-1,4,1.31,2,0.65,0,0.0,0,0.0
CESC,306,PSG5,PSG5,4,1.31,3,0.98,1,0.33,0,0.0
CESC,306,CT45A1,CT45A1,3,0.98,2,0.65,0,0.0,0,0.0
CESC,306,FTHL17,FTHL17,3,0.98,0,0.0,0,0.0,0,0.0
CESC,306,MAGEA10,MAGEA10,3,0.98,2,0.65,0,0.0,0,0.0
CESC,306,PAGE2,PAGE2,3,0.98,3,0.98,3,0.98,1,0.33
CESC,306,XAGE1,XAGE1,3,0.98,3,0.98,3,0.98,1,0.33
CESC,306,DPEP3,DPEP3,2,0.65,1,0.33,0,0.0,0,0.0
CESC,306,HORMAD1,HORMAD1,2,0.65,0,0.0,0,0.0,0,0.0
CESC,306,MAGEC2,MAGEC2,2,0.65,1,0.33,1,0.33,0,0.0
CESC,306,SPANXB1,SPANXB1,2,0.65,1,0.33,1,0.33,1,0.33
CESC,306,TRIML2,TRIML2,2,0.65,0,0.0,0,0.0,0,0.0
CESC,306,XAGE2,XAGE2,2,0.65,1,0.33,1,0.33,0,0.0
CESC,306,C20orf141,C20orf141,1,0.33,1,0.33,0,0.0,0,0.0
CESC,306,CGB8,CGB8,1,0.33,1,0.33,1,0.33,0,0.0
CESC,306,FATE1,FATE1,1,0.33,0,0.0,0,0.0,0,0.0
CESC,306,FBXO39,FBXO39,1,0.33,0,0.0,0,0.0,0,0.0
CESC,306,MAGEA8,MAGEA8,1,0.33,1,0.33,0,0.0,0,0.0
CESC,306,MAGEB2,MAGEB2,1,0.33,0,0.0,0,0.0,0,0.0
CESC,306,PAGE1,PAGE1,1,0.33,0,0.0,0,0.0,0,0.0
CESC,306,PAGE5,PAGE5,1,0.33,0,0.0,0,0.0,0,0.0
CESC,306,PLAC1,PLAC1,1,0.33,0,0.0,0,0.0,0,0.0
CESC,306,SSX1,SSX1,1,0.33,1,0.33,0,0.0,0,0.0
CESC,306,SSX2,SSX2,1,0.33,1,0.33,0,0.0,0,0.0
CESC,306,TEX101,TEX101,1,0.33,0,0.0,0,0.0,0,0.0
CESC,306,TSKS,TSKS,1,0.33,0,0.0,0,0.0,0,0.0
CESC,306,VCX,VCX,1,0.33,0,0.0,0,0.0,0,0.0
CESC,306,XAGE3,XAGE3,1,0.33,1,0.33,0,0.0,0,0.0
CHOL,36,PRAME,PRAME,5,13.89,2,5.56,2,5.56,0,0.0
CHOL,36,C1orf94,C1orf94,1,2.78,0,0.0,0,0.0,0,0.0
CHOL,36,CGB8,CGB8,1,2.78,0,0.0,0,0.0,0,0.0
CHOL,36,MAGEA12,MAGEA12,1,2.78,0,0.0,0,0.0,0,0.0
CHOL,36,MAGEA2,MAGEA2,1,2.78,0,0.0,0,0.0,0,0.0
CHOL,36,MAGEA3,MAGEA3,1,2.78,1,2.78,0,0.0,0,0.0
CHOL,36,PAGE5,PAGE5,1,2.78,0,0.0,0,0.0,0,0.0
CHOL,36,PSG1,PSG1,1,2.78,1,2.78,0,0.0,0,0.0
CHOL,36,SPANXA1,SPANXA1,1,2.78,1,2.78,1,2.78,0,0.0
CHOL,36,SSX1,SSX1,1,2.78,0,0.0,0,0.0,0,0.0
CHOL,36,XAGE2,XAGE2,1,2.78,1,2.78,1,2.78,1,2.78
CHOL,36,YBX2,YBX2,1,2.78,0,0.0,0,0.0,0,0.0
COAD,290,YBX2,YBX2,26,8.97,3,1.03,0,0.0,0,0.0
COAD,290,MAGEA3,MAGEA3,25,8.62,16,5.52,12,4.14,1,0.34
COAD,290,ACTL8,ACTL8,7,2.41,4,1.38,2,0.69,0,0.0
COAD,290,MAGEA12,MAGEA12,6,2.07,1,0.34,0,0.0,0,0.0
COAD,290,DAZ1,DAZ1,5,1.72,4,1.38,3,1.03,1,0.34
COAD,290,MAGEA9,MAGEA9,5,1.72,2,0.69,0,0.0,0,0.0
COAD,290,PIWIL1,PIWIL1,4,1.38,0,0.0,0,0.0,0,0.0
COAD,290,MAGEA1,MAGEA1,3,1.03,1,0.34,0,0.0,0,0.0
COAD,290,MAGEA2,MAGEA2,3,1.03,0,0.0,0,0.0,0,0.0
COAD,290,XAGE1,XAGE1,3,1.03,3,1.03,1,0.34,1,0.34
COAD,290,DAZ3,DAZ3,2,0.69,2,0.69,0,0.0,0,0.0
COAD,290,GAGE1,GAGE1,2,0.69,1,0.34,1,0.34,0,0.0
COAD,290,LRRC36,LRRC36,2,0.69,1,0.34,0,0.0,0,0.0
COAD,290,COX7B2,COX7B2,1,0.34,0,0.0,0,0.0,0,0.0
COAD,290,CT45A1,CT45A1,1,0.34,0,0.0,0,0.0,0,0.0
COAD,290,CT83,CT83,1,0.34,0,0.0,0,0.0,0,0.0
COAD,290,CXorf49,CXorf49,1,0.34,1,0.34,1,0.34,1,0.34
COAD,290,MAGEA10,MAGEA10,1,0.34,0,0.0,0,0.0,0,0.0
COAD,290,MAGEA4,MAGEA4,1,0.34,0,0.0,0,0.0,0,0.0
COAD,290,MAGEB2,MAGEB2,1,0.34,1,0.34,1,0.34,0,0.0
COAD,290,NY-ESO-1,NY-ESO-1,1,0.34,1,0.34,0,0.0,0,0.0
COAD,290,PAGE1,PAGE1,1,0.34,1,0.34,0,0.0,0,0.0
COAD,290,PAGE2,PAGE2,1,0.34,0,0.0,0,0.0,0,0.0
COAD,290,PRAME,PRAME,1,0.34,1,0.34,0,0.0,0,0.0
COAD,290,TKTL1,TKTL1,1,0.34,0,0.0,0,0.0,0,0.0
COAD,290,TSPY1,TSPY1,1,0.34,0,0.0,0,0.0,0,0.0
COAD,290,VCY,VCY,1,0.34,1,0.34,1,0.34,0,0.0
COAD,290,XAGE2,XAGE2,1,0.34,1,0.34,0,0.0,0,0.0
DLBC,47,MAGEA9,MAGEA9,15,31.91,10,21.28,3,6.38,0,0.0
DLBC,47,PRAME,PRAME,7,14.89,4,8.51,1,2.13,0,0.0
DLBC,47,MAGEB2,MAGEB2,5,10.64,0,0.0,0,0.0,0,0.0
DLBC,47,CT45A1,CT45A1,3,6.38,2,4.26,0,0.0,0,0.0
DLBC,47,MAGEA4,MAGEA4,2,4.26,1,2.13,1,2.13,1,2.13
DLBC,47,PAGE2,PAGE2,2,4.26,2,4.26,1,2.13,0,0.0
DLBC,47,MAGEA1,MAGEA1,1,2.13,0,0.0,0,0.0,0,0.0
DLBC,47,MAGEB1,MAGEB1,1,2.13,0,0.0,0,0.0,0,0.0
DLBC,47,MAGEC1,MAGEC1,1,2.13,0,0.0,0,0.0,0,0.0
DLBC,47,NY-ESO-1,NY-ESO-1,1,2.13,1,2.13,0,0.0,0,0.0
DLBC,47,TKTL1,TKTL1,1,2.13,1,2.13,0,0.0,0,0.0
ESCA,182,MAGEA3,MAGEA3,66,36.26,48,26.37,33,18.13,4,2.2
ESCA,182,MAGEA4,MAGEA4,34,18.68,20,10.99,16,8.79,9,4.95
ESCA,182,PRAME,PRAME,29,15.93,12,6.59,6,3.3,0,0.0
ESCA,182,MAGEA12,MAGEA12,22,12.09,1,0.55,0,0.0,0,0.0
ESCA,182,ACTL8,ACTL8,20,10.99,12,6.59,3,1.65,0,0.0
ESCA,182,CT83,CT83,18,9.89,2,1.1,0,0.0,0,0.0
ESCA,182,MAGEA9,MAGEA9,18,9.89,6,3.3,0,0.0,0,0.0
ESCA,182,MAGEA2,MAGEA2,17,9.34,1,0.55,0,0.0,0,0.0
ESCA,182,YBX2,YBX2,15,8.24,3,1.65,0,0.0,0,0.0
ESCA,182,GAGE1,GAGE1,13,7.14,10,5.49,5,2.75,4,2.2
ESCA,182,MAGEA1,MAGEA1,13,7.14,3,1.65,0,0.0,0,0.0
ESCA,182,CT45A1,CT45A1,12,6.59,4,2.2,0,0.0,0,0.0
ESCA,182,DAZ1,DAZ1,12,6.59,8,4.4,6,3.3,4,2.2
ESCA,182,MAGEB2,MAGEB2,10,5.49,5,2.75,1,0.55,0,0.0
ESCA,182,MAGEC2,MAGEC2,9,4.95,3,1.65,0,0.0,0,0.0
ESCA,182,COX7B2,COX7B2,8,4.4,2,1.1,0,0.0,0,0.0
ESCA,182,XAGE1,XAGE1,7,3.85,5,2.75,3,1.65,2,1.1
ESCA,182,CTCFL,CTCFL,6,3.3,3,1.65,1,0.55,0,0.0
ESCA,182,MAGEA10,MAGEA10,6,3.3,1,0.55,0,0.0,0,0.0
ESCA,182,MAGEC1,MAGEC1,6,3.3,3,1.65,0,0.0,0,0.0
ESCA,182,TKTL1,TKTL1,6,3.3,4,2.2,1,0.55,0,0.0
ESCA,182,CXorf49,CXorf49,5,2.75,2,1.1,2,1.1,0,0.0
ESCA,182,EGFL6,EGFL6,5,2.75,1,0.55,0,0.0,0,0.0
ESCA,182,NY-ESO-1,NY-ESO-1,5,2.75,3,1.65,3,1.65,1,0.55
ESCA,182,PAGE2,PAGE2,5,2.75,3,1.65,3,1.65,3,1.65
ESCA,182,SPANXA1,SPANXA1,5,2.75,4,2.2,4,2.2,3,1.65
ESCA,182,SSX2,SSX2,5,2.75,3,1.65,0,0.0,0,0.0
ESCA,182,TSPY1,TSPY1,5,2.75,2,1.1,2,1.1,1,0.55
ESCA,182,VCX,VCX,5,2.75,5,2.75,3,1.65,3,1.65
ESCA,182,DAZ3,DAZ3,4,2.2,0,0.0,0,0.0,0,0.0
ESCA,182,FMR1NB,FMR1NB,3,1.65,0,0.0,0,0.0,0,0.0
ESCA,182,PAGE5,PAGE5,3,1.65,3,1.65,3,1.65,2,1.1
ESCA,182,SPANXB1,SPANXB1,3,1.65,3,1.65,2,1.1,1,0.55
ESCA,182,SSX1,SSX1,3,1.65,2,1.1,1,0.55,0,0.0
ESCA,182,CGB8,CGB8,2,1.1,0,0.0,0,0.0,0,0.0
ESCA,182,DCAF4L2,DCAF4L2,2,1.1,0,0.0,0,0.0,0,0.0
ESCA,182,DPEP3,DPEP3,2,1.1,2,1.1,1,0.55,0,0.0
ESCA,182,HORMAD1,HORMAD1,2,1.1,1,0.55,0,0.0,0,0.0
ESCA,182,PSG5,PSG5,2,1.1,0,0.0,0,0.0,0,0.0
ESCA,182,SAGE1,SAGE1,2,1.1,0,0.0,0,0.0,0,0.0
ESCA,182,SSX4,SSX4,2,1.1,1,0.55,0,0.0,0,0.0
ESCA,182,TUBA3C,TUBA3C,2,1.1,2,1.1,1,0.55,0,0.0
ESCA,182,VCX3B,VCX3B,2,1.1,1,0.55,0,0.0,0,0.0
ESCA,182,CSH2,CSH2,1,0.55,0,0.0,0,0.0,0,0.0
ESCA,182,CT55,CT55,1,0.55,1,0.55,0,0.0,0,0.0
ESCA,182,MAGEA8,MAGEA8,1,0.55,1,0.55,0,0.0,0,0.0
ESCA,182,NAA11,NAA11,1,0.55,0,0.0,0,0.0,0,0.0
ESCA,182,PIWIL1,PIWIL1,1,0.55,0,0.0,0,0.0,0,0.0
ESCA,182,RBMY1A1,RBMY1A1,1,0.55,0,0.0,0,0.0,0,0.0
ESCA,182,SSX5,SSX5,1,0.55,0,0.0,0,0.0,0,0.0
ESCA,182,TSPYL6,TSPYL6,1,0.55,0,0.0,0,0.0,0,0.0
EWS,101,XAGE1,XAGE1,42,41.58,39,38.61,35,34.65,34,33.66
EWS,101,SYCP1,SYCP1,23,22.77,14,13.86,7,6.93,5,4.95
EWS,101,PRAME,PRAME,22,21.78,14,13.86,10,9.9,6,5.94
EWS,101,MEIOB,MEIOB,5,4.95,0,0.0,0,0.0,0,0.0
EWS,101,XAGE2,XAGE2,5,4.95,1,0.99,0,0.0,0,0.0
EWS,101,CTCFL,CTCFL,4,3.96,3,2.97,3,2.97,0,0.0
EWS,101,ACTL8,ACTL8,2,1.98,0,0.0,0,0.0,0,0.0
EWS,101,DAZ1,DAZ1,2,1.98,1,0.99,0,0.0,0,0.0
EWS,101,MAGEA9,MAGEA9,2,1.98,1,0.99,0,0.0,0,0.0
EWS,101,PAGE5,PAGE5,2,1.98,1,0.99,1,0.99,1,0.99
EWS,101,CATSPERD,CATSPERD,1,0.99,0,0.0,0,0.0,0,0.0
EWS,101,EGFL6,EGFL6,1,0.99,0,0.0,0,0.0,0,0.0
EWS,101,HORMAD1,HORMAD1,1,0.99,0,0.0,0,0.0,0,0.0
EWS,101,MAGEA3,MAGEA3,1,0.99,1,0.99,0,0.0,0,0.0
EWS,101,MAGEA4,MAGEA4,1,0.99,0,0.0,0,0.0,0,0.0
EWS,101,MAGEB2,MAGEB2,1,0.99,0,0.0,0,0.0,0,0.0
EWS,101,PHF7,PHF7,1,0.99,0,0.0,0,0.0,0,0.0
EWS,101,TRIML2,TRIML2,1,0.99,0,0.0,0,0.0,0,0.0
GBM,166,DAZ1,DAZ1,5,3.01,2,1.2,1,0.6,0,0.0
GBM,166,PRAME,PRAME,5,3.01,4,2.41,2,1.2,1,0.6
GBM,166,TKTL1,TKTL1,3,1.81,1,0.6,0,0.0,0,0.0
GBM,166,DKKL1,DKKL1,1,0.6,0,0.0,0,0.0,0,0.0
GBM,166,GAGE1,GAGE1,1,0.6,1,0.6,0,0.0,0,0.0
GBM,166,MAGEA9,MAGEA9,1,0.6,1,0.6,0,0.0,0,0.0
GBM,166,MAGEC2,MAGEC2,1,0.6,1,0.6,0,0.0,0,0.0
GBM,166,SPANXA1,SPANXA1,1,0.6,1,0.6,0,0.0,0,0.0
GBM,166,SPANXB1,SPANXB1,1,0.6,1,0.6,0,0.0,0,0.0
GBM,166,SPATA22,SPATA22,1,0.6,0,0.0,0,0.0,0,0.0
GBM,166,XAGE1,XAGE1,1,0.6,1,0.6,0,0.0,0,0.0
HEPB,20,PRAME,PRAME,2,10.0,0,0.0,0,0.0,0,0.0
HEPB,20,EGFL6,EGFL6,1,5.0,0,0.0,0,0.0,0,0.0
HEPB,20,MAGEA3,MAGEA3,1,5.0,0,0.0,0,0.0,0,0.0
HNSC,520,MAGEA3,MAGEA3,186,35.77,157,30.19,104,20.0,27,5.19
HNSC,520,MAGEA4,MAGEA4,140,26.92,99,19.04,69,13.27,37,7.12
HNSC,520,PRAME,PRAME,77,14.81,24,4.62,2,0.38,0,0.0
HNSC,520,MAGEA9,MAGEA9,70,13.46,44,8.46,7,1.35,0,0.0
HNSC,520,GAGE1,GAGE1,44,8.46,38,7.31,27,5.19,20,3.85
HNSC,520,MAGEA1,MAGEA1,41,7.88,16,3.08,2,0.38,0,0.0
HNSC,520,CT45A1,CT45A1,38,7.31,15,2.88,3,0.58,0,0.0
HNSC,520,MAGEA12,MAGEA12,38,7.31,8,1.54,1,0.19,0,0.0
HNSC,520,CXorf49,CXorf49,28,5.38,11,2.12,3,0.58,0,0.0
HNSC,520,MAGEB2,MAGEB2,28,5.38,12,2.31,3,0.58,0,0.0
HNSC,520,MAGEA2,MAGEA2,24,4.62,5,0.96,0,0.0,0,0.0
HNSC,520,PAGE2,PAGE2,23,4.42,18,3.46,14,2.69,10,1.92
HNSC,520,SPANXA1,SPANXA1,21,4.04,14,2.69,6,1.15,2,0.38
HNSC,520,MAGEA10,MAGEA10,20,3.85,2,0.38,0,0.0,0,0.0
HNSC,520,NY-ESO-1,NY-ESO-1,17,3.27,12,2.31,7,1.35,3,0.58
HNSC,520,EGFL6,EGFL6,16,3.08,3,0.58,0,0.0,0,0.0
HNSC,520,XAGE1,XAGE1,16,3.08,15,2.88,12,2.31,8,1.54
HNSC,520,YBX2,YBX2,15,2.88,1,0.19,0,0.0,0,0.0
HNSC,520,MAGEC2,MAGEC2,13,2.5,9,1.73,3,0.58,0,0.0
HNSC,520,SPANXB1,SPANXB1,13,2.5,7,1.35,4,0.77,2,0.38
HNSC,520,CGB8,CGB8,10,1.92,4,0.77,0,0.0,0,0.0
HNSC,520,ACTL8,ACTL8,9,1.73,3,0.58,2,0.38,0,0.0
HNSC,520,COX7B2,COX7B2,9,1.73,5,0.96,0,0.0,0,0.0
HNSC,520,TRIML2,TRIML2,9,1.73,2,0.38,0,0.0,0,0.0
HNSC,520,FTHL17,FTHL17,7,1.35,0,0.0,0,0.0,0,0.0
HNSC,520,TKTL1,TKTL1,7,1.35,7,1.35,6,1.15,4,0.77
HNSC,520,PLAC1,PLAC1,6,1.15,0,0.0,0,0.0,0,0.0
HNSC,520,CT83,CT83,5,0.96,0,0.0,0,0.0,0,0.0
HNSC,520,CTCFL,CTCFL,5,0.96,0,0.0,0,0.0,0,0.0
HNSC,520,TSPY1,TSPY1,5,0.96,4,0.77,4,0.77,4,0.77
HNSC,520,MAGEC1,MAGEC1,4,0.77,1,0.19,0,0.0,0,0.0
HNSC,520,PSG5,PSG5,3,0.58,2,0.38,0,0.0,0,0.0
HNSC,520,VCX,VCX,3,0.58,1,0.19,0,0.0,0,0.0
HNSC,520,XAGE3,XAGE3,3,0.58,1,0.19,1,0.19,0,0.0
HNSC,520,BRDT,BRDT,2,0.38,0,0.0,0,0.0,0,0.0
HNSC,520,DAZ1,DAZ1,2,0.38,1,0.19,1,0.19,0,0.0
HNSC,520,DCAF4L2,DCAF4L2,2,0.38,0,0.0,0,0.0,0,0.0
HNSC,520,HORMAD1,HORMAD1,2,0.38,1,0.19,0,0.0,0,0.0
HNSC,520,MEIOB,MEIOB,2,0.38,0,0.0,0,0.0,0,0.0
HNSC,520,PAGE1,PAGE1,2,0.38,2,0.38,1,0.19,1,0.19
HNSC,520,PAGE5,PAGE5,2,0.38,2,0.38,1,0.19,0,0.0
HNSC,520,TSKS,TSKS,2,0.38,0,0.0,0,0.0,0,0.0
HNSC,520,XAGE2,XAGE2,2,0.38,1,0.19,0,0.0,0,0.0
HNSC,520,MAGEA8,MAGEA8,1,0.19,0,0.0,0,0.0,0,0.0
HNSC,520,MAGEB1,MAGEB1,1,0.19,0,0.0,0,0.0,0,0.0
HNSC,520,NAA11,NAA11,1,0.19,0,0.0,0,0.0,0,0.0
HNSC,520,RBMY1A1,RBMY1A1,1,0.19,0,0.0,0,0.0,0,0.0
HNSC,520,SSX1,SSX1,1,0.19,0,0.0,0,0.0,0,0.0
HNSC,520,SSX4,SSX4,1,0.19,0,0.0,0,0.0,0,0.0
HNSC,520,VCY,VCY,1,0.19,1,0.19,1,0.19,0,0.0
HNSC,520,XAGE5,XAGE5,1,0.19,0,0.0,0,0.0,0,0.0
HNSC_HPV_neg,415,MAGEA3,MAGEA3,170,40.96,143,34.46,97,23.37,25,6.02
HNSC_HPV_neg,415,MAGEA4,MAGEA4,129,31.08,90,21.69,63,15.18,34,8.19
HNSC_HPV_neg,415,MAGEA9,MAGEA9,64,15.42,42,10.12,7,1.69,0,0.0
HNSC_HPV_neg,415,PRAME,PRAME,63,15.18,17,4.1,1,0.24,0,0.0
