cancer_code,n_samples,Ensembl_Gene_ID,Symbol,n_gt25,pct_gt25,n_gt50,pct_gt50,n_gt100,pct_gt100,n_gt200,pct_gt200
SKCM,469,VCX3B,VCX3B,19,4.05,12,2.56,5,1.07,3,0.64
SKCM,469,TKTL1,TKTL1,18,3.84,9,1.92,6,1.28,4,0.85
SKCM,469,TEKT5,TEKT5,17,3.62,8,1.71,5,1.07,1,0.21
SKCM,469,DPEP3,DPEP3,16,3.41,11,2.35,7,1.49,4,0.85
SKCM,469,TSPY1,TSPY1,16,3.41,11,2.35,5,1.07,5,1.07
SKCM,469,TUBA3C,TUBA3C,16,3.41,6,1.28,2,0.43,0,0.0
SKCM,469,VCY,VCY,16,3.41,11,2.35,9,1.92,8,1.71
SKCM,469,CT45A1,CT45A1,14,2.99,10,2.13,0,0.0,0,0.0
SKCM,469,HORMAD1,HORMAD1,14,2.99,3,0.64,0,0.0,0,0.0
SKCM,469,CT55,CT55,11,2.35,0,0.0,0,0.0,0,0.0
SKCM,469,XAGE3,XAGE3,11,2.35,6,1.28,1,0.21,0,0.0
SKCM,469,CTCFL,CTCFL,10,2.13,4,0.85,0,0.0,0,0.0
SKCM,469,PASD1,PASD1,9,1.92,0,0.0,0,0.0,0,0.0
SKCM,469,DAZ1,DAZ1,7,1.49,1,0.21,0,0.0,0,0.0
SKCM,469,MAGEB1,MAGEB1,7,1.49,1,0.21,0,0.0,0,0.0
SKCM,469,COX7B2,COX7B2,5,1.07,1,0.21,0,0.0,0,0.0
SKCM,469,CXorf49,CXorf49,5,1.07,2,0.43,0,0.0,0,0.0
SKCM,469,ACTL8,ACTL8,4,0.85,2,0.43,2,0.43,0,0.0
SKCM,469,LUZP4,LUZP4,4,0.85,3,0.64,1,0.21,0,0.0
SKCM,469,SPANXA1,SPANXA1,4,0.85,4,0.85,3,0.64,2,0.43
SKCM,469,NAA11,NAA11,3,0.64,0,0.0,0,0.0,0,0.0
SKCM,469,SPANXB1,SPANXB1,3,0.64,3,0.64,2,0.43,2,0.43
SKCM,469,SSX5,SSX5,3,0.64,0,0.0,0,0.0,0,0.0
SKCM,469,TRIML2,TRIML2,3,0.64,3,0.64,2,0.43,1,0.21
SKCM,469,FBXO39,FBXO39,2,0.43,1,0.21,0,0.0,0,0.0
SKCM,469,MAGEA8,MAGEA8,2,0.43,0,0.0,0,0.0,0,0.0
SKCM,469,MAGEB16,MAGEB16,2,0.43,1,0.21,0,0.0,0,0.0
SKCM,469,PSG5,PSG5,2,0.43,2,0.43,1,0.21,0,0.0
SKCM,469,SSX4,SSX4,2,0.43,0,0.0,0,0.0,0,0.0
SKCM,469,WDR64,WDR64,2,0.43,1,0.21,0,0.0,0,0.0
SKCM,469,XAGE2,XAGE2,2,0.43,1,0.21,0,0.0,0,0.0
SKCM,469,XAGE5,XAGE5,2,0.43,0,0.0,0,0.0,0,0.0
SKCM,469,CT83,CT83,1,0.21,0,0.0,0,0.0,0,0.0
SKCM,469,DKKL1,DKKL1,1,0.21,0,0.0,0,0.0,0,0.0
SKCM,469,FMR1NB,FMR1NB,1,0.21,1,0.21,1,0.21,0,0.0
SKCM,469,PSG9,PSG9,1,0.21,0,0.0,0,0.0,0,0.0
SKCM,469,RBMY1A1,RBMY1A1,1,0.21,1,0.21,0,0.0,0,0.0
SKCM,469,SPACA3,SPACA3,1,0.21,1,0.21,0,0.0,0,0.0
SKCM,469,SPANXN4,SPANXN4,1,0.21,0,0.0,0,0.0,0,0.0
SKCM,469,SPATA22,SPATA22,1,0.21,0,0.0,0,0.0,0,0.0
STAD,414,MAGEA3,MAGEA3,112,27.05,88,21.26,43,10.39,6,1.45
STAD,414,DAZ1,DAZ1,60,14.49,39,9.42,14,3.38,5,1.21
STAD,414,CT83,CT83,52,12.56,8,1.93,0,0.0,0,0.0
STAD,414,MAGEA12,MAGEA12,36,8.7,5,1.21,0,0.0,0,0.0
STAD,414,MAGEA4,MAGEA4,36,8.7,31,7.49,25,6.04,10,2.42
STAD,414,YBX2,YBX2,34,8.21,4,0.97,1,0.24,0,0.0
STAD,414,PRAME,PRAME,30,7.25,17,4.11,4,0.97,0,0.0
STAD,414,GAGE1,GAGE1,27,6.52,23,5.56,16,3.86,13,3.14
STAD,414,MAGEA9,MAGEA9,23,5.56,5,1.21,0,0.0,0,0.0
STAD,414,MAGEA2,MAGEA2,21,5.07,3,0.72,0,0.0,0,0.0
STAD,414,NY-ESO-1,NY-ESO-1,20,4.83,15,3.62,9,2.17,4,0.97
STAD,414,TKTL1,TKTL1,20,4.83,8,1.93,3,0.72,0,0.0
STAD,414,ACTL8,ACTL8,16,3.86,11,2.66,4,0.97,0,0.0
STAD,414,MAGEA1,MAGEA1,16,3.86,2,0.48,0,0.0,0,0.0
STAD,414,PAGE2,PAGE2,15,3.62,14,3.38,12,2.9,6,1.45
STAD,414,MAGEC2,MAGEC2,14,3.38,7,1.69,3,0.72,0,0.0
STAD,414,CXorf49,CXorf49,10,2.42,5,1.21,1,0.24,0,0.0
STAD,414,CT45A1,CT45A1,9,2.17,0,0.0,0,0.0,0,0.0
STAD,414,MAGEB2,MAGEB2,9,2.17,3,0.72,0,0.0,0,0.0
STAD,414,VCX,VCX,9,2.17,7,1.69,6,1.45,4,0.97
STAD,414,XAGE1,XAGE1,9,2.17,9,2.17,9,2.17,7,1.69
STAD,414,PAGE5,PAGE5,8,1.93,6,1.45,5,1.21,2,0.48
STAD,414,SSX1,SSX1,8,1.93,4,0.97,2,0.48,0,0.0
STAD,414,TUBA3C,TUBA3C,8,1.93,6,1.45,2,0.48,0,0.0
STAD,414,MAGEC1,MAGEC1,7,1.69,3,0.72,0,0.0,0,0.0
STAD,414,SSX2,SSX2,7,1.69,4,0.97,1,0.24,0,0.0
STAD,414,COX7B2,COX7B2,6,1.45,1,0.24,0,0.0,0,0.0
STAD,414,MAGEA10,MAGEA10,6,1.45,0,0.0,0,0.0,0,0.0
STAD,414,PAGE1,PAGE1,6,1.45,2,0.48,2,0.48,1,0.24
STAD,414,CGB8,CGB8,5,1.21,2,0.48,2,0.48,1,0.24
STAD,414,CTCFL,CTCFL,5,1.21,1,0.24,0,0.0,0,0.0
STAD,414,PIWIL1,PIWIL1,5,1.21,1,0.24,0,0.0,0,0.0
STAD,414,VCX3B,VCX3B,5,1.21,5,1.21,3,0.72,0,0.0
STAD,414,SSX4,SSX4,4,0.97,2,0.48,1,0.24,0,0.0
STAD,414,DAZ3,DAZ3,3,0.72,1,0.24,0,0.0,0,0.0
STAD,414,DPEP3,DPEP3,3,0.72,3,0.72,1,0.24,0,0.0
STAD,414,TSPY1,TSPY1,3,0.72,2,0.48,2,0.48,1,0.24
STAD,414,DCAF4L2,DCAF4L2,2,0.48,0,0.0,0,0.0,0,0.0
STAD,414,MAGEA8,MAGEA8,2,0.48,1,0.24,0,0.0,0,0.0
STAD,414,TEX19,TEX19,2,0.48,1,0.24,0,0.0,0,0.0
STAD,414,XAGE2,XAGE2,2,0.48,2,0.48,0,0.0,0,0.0
STAD,414,BRDT,BRDT,1,0.24,0,0.0,0,0.0,0,0.0
STAD,414,CSH2,CSH2,1,0.24,0,0.0,0,0.0,0,0.0
STAD,414,DAZL,DAZL,1,0.24,0,0.0,0,0.0,0,0.0
STAD,414,DMRTB1,DMRTB1,1,0.24,1,0.24,1,0.24,0,0.0
STAD,414,DPPA5,DPPA5,1,0.24,0,0.0,0,0.0,0,0.0
STAD,414,EGFL6,EGFL6,1,0.24,1,0.24,1,0.24,0,0.0
STAD,414,FMR1NB,FMR1NB,1,0.24,0,0.0,0,0.0,0,0.0
STAD,414,HORMAD1,HORMAD1,1,0.24,0,0.0,0,0.0,0,0.0
STAD,414,MAGEB1,MAGEB1,1,0.24,0,0.0,0,0.0,0,0.0
STAD,414,OOEP,OOEP,1,0.24,0,0.0,0,0.0,0,0.0
STAD,414,PLAC1,PLAC1,1,0.24,0,0.0,0,0.0,0,0.0
STAD,414,PSG5,PSG5,1,0.24,1,0.24,0,0.0,0,0.0
STAD,414,SAGE1,SAGE1,1,0.24,0,0.0,0,0.0,0,0.0
STAD,414,SPANXB1,SPANXB1,1,0.24,1,0.24,0,0.0,0,0.0
STAD,414,TRIML2,TRIML2,1,0.24,0,0.0,0,0.0,0,0.0
STAD,414,VCY,VCY,1,0.24,1,0.24,1,0.24,0,0.0
TGCT,154,DPPA5,DPPA5,119,77.27,116,75.32,107,69.48,87,56.49
TGCT,154,TRIML2,TRIML2,116,75.32,78,50.65,19,12.34,1,0.65
TGCT,154,UTF1,UTF1,106,68.83,73,47.4,21,13.64,2,1.3
TGCT,154,SYCP3,SYCP3,86,55.84,33,21.43,2,1.3,0,0.0
TGCT,154,PRAME,PRAME,76,49.35,68,44.16,49,31.82,26,16.88
TGCT,154,OOEP,OOEP,70,45.45,35,22.73,9,5.84,0,0.0
TGCT,154,MAGEB2,MAGEB2,62,40.26,40,25.97,16,10.39,1,0.65
TGCT,154,XAGE1,XAGE1,58,37.66,41,26.62,24,15.58,14,9.09
TGCT,154,TSPY1,TSPY1,50,32.47,42,27.27,37,24.03,32,20.78
TGCT,154,DPPA2,DPPA2,48,31.17,38,24.68,24,15.58,5,3.25
TGCT,154,DCAF4L2,DCAF4L2,45,29.22,29,18.83,7,4.55,0,0.0
TGCT,154,TKTL1,TKTL1,36,23.38,31,20.13,27,17.53,21,13.64
TGCT,154,DAZL,DAZL,34,22.08,23,14.94,7,4.55,0,0.0
TGCT,154,LUZP4,LUZP4,33,21.43,15,9.74,0,0.0,0,0.0
TGCT,154,CGB8,CGB8,25,16.23,14,9.09,10,6.49,9,5.84
TGCT,154,PIWIL1,PIWIL1,24,15.58,7,4.55,0,0.0,0,0.0
TGCT,154,DMRT1,DMRT1,21,13.64,0,0.0,0,0.0,0,0.0
TGCT,154,HORMAD1,HORMAD1,21,13.64,4,2.6,0,0.0,0,0.0
TGCT,154,DCAF4L1,DCAF4L1,19,12.34,9,5.84,0,0.0,0,0.0
TGCT,154,LIN28B,LIN28B,19,12.34,8,5.19,0,0.0,0,0.0
TGCT,154,MAGEB1,MAGEB1,18,11.69,0,0.0,0,0.0,0,0.0
TGCT,154,PAGE5,PAGE5,17,11.04,10,6.49,5,3.25,3,1.95
TGCT,154,MAGEA4,MAGEA4,16,10.39,9,5.84,6,3.9,4,2.6
TGCT,154,BRDT,BRDT,13,8.44,1,0.65,0,0.0,0,0.0
TGCT,154,FATE1,FATE1,13,8.44,6,3.9,2,1.3,0,0.0
TGCT,154,GAGE1,GAGE1,12,7.79,7,4.55,4,2.6,3,1.95
TGCT,154,MAGEC2,MAGEC2,11,7.14,1,0.65,0,0.0,0,0.0
TGCT,154,PAGE2,PAGE2,11,7.14,3,1.95,1,0.65,0,0.0
TGCT,154,YBX2,YBX2,11,7.14,3,1.95,0,0.0,0,0.0
TGCT,154,EGFL6,EGFL6,9,5.84,2,1.3,1,0.65,0,0.0
TGCT,154,MAGEA3,MAGEA3,8,5.19,6,3.9,3,1.95,1,0.65
TGCT,154,PRM1,PRM1,8,5.19,4,2.6,3,1.95,1,0.65
TGCT,154,VCX,VCX,8,5.19,3,1.95,2,1.3,1,0.65
TGCT,154,PRM2,PRM2,7,4.55,4,2.6,3,1.95,1,0.65
TGCT,154,PHF7,PHF7,6,3.9,2,1.3,1,0.65,1,0.65
TGCT,154,VCY,VCY,6,3.9,2,1.3,0,0.0,0,0.0
TGCT,154,MEIOB,MEIOB,5,3.25,0,0.0,0,0.0,0,0.0
TGCT,154,SSX2,SSX2,5,3.25,0,0.0,0,0.0,0,0.0
TGCT,154,DPEP3,DPEP3,4,2.6,1,0.65,0,0.0,0,0.0
TGCT,154,MAGEA2,MAGEA2,4,2.6,1,0.65,0,0.0,0,0.0
TGCT,154,SPATA22,SPATA22,4,2.6,0,0.0,0,0.0,0,0.0
TGCT,154,MAGEA12,MAGEA12,3,1.95,1,0.65,0,0.0,0,0.0
TGCT,154,MAGEA8,MAGEA8,3,1.95,3,1.95,0,0.0,0,0.0
TGCT,154,NY-ESO-1,NY-ESO-1,3,1.95,2,1.3,1,0.65,1,0.65
TGCT,154,ANKRD7,ANKRD7,2,1.3,1,0.65,1,0.65,0,0.0
TGCT,154,CSH2,CSH2,2,1.3,1,0.65,1,0.65,0,0.0
TGCT,154,GOLGA6A,GOLGA6A,2,1.3,0,0.0,0,0.0,0,0.0
TGCT,154,TUBA3C,TUBA3C,2,1.3,2,1.3,2,1.3,0,0.0
TGCT,154,VCX3B,VCX3B,2,1.3,1,0.65,1,0.65,1,0.65
TGCT,154,ACTL7A,ACTL7A,1,0.65,0,0.0,0,0.0,0,0.0
TGCT,154,CCDC42,CCDC42,1,0.65,0,0.0,0,0.0,0,0.0
TGCT,154,COX7B2,COX7B2,1,0.65,0,0.0,0,0.0,0,0.0
TGCT,154,CRISP2,CRISP2,1,0.65,1,0.65,0,0.0,0,0.0
TGCT,154,CT45A1,CT45A1,1,0.65,0,0.0,0,0.0,0,0.0
TGCT,154,DDX4,DDX4,1,0.65,0,0.0,0,0.0,0,0.0
TGCT,154,DKKL1,DKKL1,1,0.65,1,0.65,0,0.0,0,0.0
TGCT,154,HMGB4,HMGB4,1,0.65,1,0.65,1,0.65,0,0.0
TGCT,154,LDHC,LDHC,1,0.65,1,0.65,0,0.0,0,0.0
TGCT,154,MAGEA1,MAGEA1,1,0.65,1,0.65,0,0.0,0,0.0
TGCT,154,MAGEA10,MAGEA10,1,0.65,0,0.0,0,0.0,0,0.0
TGCT,154,MAGEA9,MAGEA9,1,0.65,1,0.65,1,0.65,0,0.0
TGCT,154,MAGEC1,MAGEC1,1,0.65,0,0.0,0,0.0,0,0.0
TGCT,154,ODF1,ODF1,1,0.65,0,0.0,0,0.0,0,0.0
TGCT,154,PASD1,PASD1,1,0.65,0,0.0,0,0.0,0,0.0
TGCT,154,RBMXL2,RBMXL2,1,0.65,0,0.0,0,0.0,0,0.0
TGCT,154,TEX38,TEX38,1,0.65,0,0.0,0,0.0,0,0.0
TGCT,154,XAGE2,XAGE2,1,0.65,0,0.0,0,0.0,0,0.0
THCA,512,PIWIL1,PIWIL1,58,11.33,31,6.05,11,2.15,2,0.39
THCA,512,PSG1,PSG1,27,5.27,8,1.56,3,0.59,1,0.2
THCA,512,SSX1,SSX1,15,2.93,5,0.98,1,0.2,0,0.0
THCA,512,SSX2,SSX2,1,0.2,1,0.2,0,0.0,0,0.0
THCA,512,XAGE1,XAGE1,1,0.2,1,0.2,0,0.0,0,0.0
THYM,119,PRAME,PRAME,34,28.57,19,15.97,5,4.2,0,0.0
THYM,119,TFDP3,TFDP3,17,14.29,5,4.2,0,0.0,0,0.0
THYM,119,EGFL6,EGFL6,11,9.24,6,5.04,1,0.84,1,0.84
THYM,119,CXorf49,CXorf49,4,3.36,1,0.84,1,0.84,1,0.84
THYM,119,MAGEA4,MAGEA4,4,3.36,2,1.68,0,0.0,0,0.0
THYM,119,FATE1,FATE1,2,1.68,1,0.84,0,0.0,0,0.0
THYM,119,CT45A1,CT45A1,1,0.84,0,0.0,0,0.0,0,0.0
THYM,119,GAGE1,GAGE1,1,0.84,1,0.84,1,0.84,0,0.0
THYM,119,MAGEA1,MAGEA1,1,0.84,0,0.0,0,0.0,0,0.0
THYM,119,MAGEA10,MAGEA10,1,0.84,0,0.0,0,0.0,0,0.0
THYM,119,MAGEA9,MAGEA9,1,0.84,1,0.84,0,0.0,0,0.0
THYM,119,MEIOB,MEIOB,1,0.84,1,0.84,0,0.0,0,0.0
THYM,119,TEX101,TEX101,1,0.84,0,0.0,0,0.0,0,0.0
UCEC,181,PRAME,PRAME,169,93.37,141,77.9,105,58.01,45,24.86
UCEC,181,EGFL6,EGFL6,19,10.5,6,3.31,2,1.1,0,0.0
UCEC,181,GAGE1,GAGE1,15,8.29,9,4.97,8,4.42,6,3.31
UCEC,181,MAGEA9,MAGEA9,14,7.73,8,4.42,1,0.55,0,0.0
UCEC,181,YBX2,YBX2,13,7.18,3,1.66,1,0.55,0,0.0
UCEC,181,PAGE2,PAGE2,12,6.63,10,5.52,7,3.87,4,2.21
UCEC,181,MAGEA3,MAGEA3,11,6.08,7,3.87,4,2.21,2,1.1
UCEC,181,MAGEA4,MAGEA4,10,5.52,6,3.31,4,2.21,2,1.1
UCEC,181,XAGE1,XAGE1,9,4.97,9,4.97,7,3.87,5,2.76
UCEC,181,XAGE2,XAGE2,9,4.97,2,1.1,0,0.0,0,0.0
UCEC,181,CTCFL,CTCFL,8,4.42,3,1.66,1,0.55,0,0.0
UCEC,181,NY-ESO-1,NY-ESO-1,8,4.42,8,4.42,6,3.31,4,2.21
UCEC,181,CT45A1,CT45A1,7,3.87,2,1.1,0,0.0,0,0.0
UCEC,181,MAGEA1,MAGEA1,7,3.87,1,0.55,0,0.0,0,0.0
UCEC,181,TKTL1,TKTL1,7,3.87,4,2.21,3,1.66,3,1.66
UCEC,181,ACTL8,ACTL8,6,3.31,3,1.66,0,0.0,0,0.0
UCEC,181,CATSPERD,CATSPERD,5,2.76,2,1.1,1,0.55,0,0.0
UCEC,181,MAGEA8,MAGEA8,4,2.21,3,1.66,0,0.0,0,0.0
UCEC,181,COX7B2,COX7B2,3,1.66,0,0.0,0,0.0,0,0.0
UCEC,181,CXorf49,CXorf49,3,1.66,1,0.55,0,0.0,0,0.0
UCEC,181,LRRC36,LRRC36,3,1.66,0,0.0,0,0.0,0,0.0
UCEC,181,MAGEA2,MAGEA2,3,1.66,1,0.55,0,0.0,0,0.0
UCEC,181,PAGE5,PAGE5,3,1.66,2,1.1,2,1.1,0,0.0
UCEC,181,DPPA2,DPPA2,2,1.1,1,0.55,0,0.0,0,0.0
UCEC,181,MAGEA10,MAGEA10,2,1.1,0,0.0,0,0.0,0,0.0
UCEC,181,MAGEA12,MAGEA12,2,1.1,0,0.0,0,0.0,0,0.0
UCEC,181,MAGEB2,MAGEB2,2,1.1,1,0.55,0,0.0,0,0.0
UCEC,181,PASD1,PASD1,2,1.1,0,0.0,0,0.0,0,0.0
UCEC,181,PLAC1,PLAC1,2,1.1,0,0.0,0,0.0,0,0.0
UCEC,181,SSX2,SSX2,2,1.1,2,1.1,1,0.55,0,0.0
UCEC,181,SSX4,SSX4,2,1.1,1,0.55,0,0.0,0,0.0
UCEC,181,VCX,VCX,2,1.1,2,1.1,2,1.1,2,1.1
UCEC,181,XAGE3,XAGE3,2,1.1,1,0.55,1,0.55,1,0.55
UCEC,181,CRISP2,CRISP2,1,0.55,0,0.0,0,0.0,0,0.0
UCEC,181,DPEP3,DPEP3,1,0.55,1,0.55,1,0.55,0,0.0
UCEC,181,FTHL17,FTHL17,1,0.55,0,0.0,0,0.0,0,0.0
UCEC,181,MAGEC1,MAGEC1,1,0.55,0,0.0,0,0.0,0,0.0
UCEC,181,MAGEC2,MAGEC2,1,0.55,1,0.55,1,0.55,0,0.0
UCEC,181,PSG9,PSG9,1,0.55,1,0.55,1,0.55,0,0.0
UCEC,181,SYCE2,SYCE2,1,0.55,0,0.0,0,0.0,0,0.0
UCEC,181,TUBA3C,TUBA3C,1,0.55,0,0.0,0,0.0,0,0.0
UCEC,181,VCX3B,VCX3B,1,0.55,0,0.0,0,0.0,0,0.0
UCS,57,PRAME,PRAME,53,92.98,50,87.72,43,75.44,15,26.32
UCS,57,EGFL6,EGFL6,16,28.07,10,17.54,6,10.53,1,1.75
UCS,57,MAGEA9,MAGEA9,15,26.32,2,3.51,0,0.0,0,0.0
UCS,57,GAGE1,GAGE1,11,19.3,10,17.54,9,15.79,6,10.53
UCS,57,PAGE2,PAGE2,9,15.79,8,14.04,7,12.28,6,10.53
UCS,57,XAGE1,XAGE1,8,14.04,8,14.04,8,14.04,5,8.77
UCS,57,MAGEA4,MAGEA4,7,12.28,5,8.77,4,7.02,0,0.0
UCS,57,CTCFL,CTCFL,6,10.53,3,5.26,2,3.51,0,0.0
UCS,57,MAGEB2,MAGEB2,6,10.53,5,8.77,3,5.26,1,1.75
UCS,57,NY-ESO-1,NY-ESO-1,5,8.77,3,5.26,3,5.26,1,1.75
UCS,57,YBX2,YBX2,5,8.77,0,0.0,0,0.0,0,0.0
UCS,57,MAGEA3,MAGEA3,4,7.02,3,5.26,3,5.26,1,1.75
UCS,57,MAGEB1,MAGEB1,4,7.02,3,5.26,0,0.0,0,0.0
UCS,57,ACTL8,ACTL8,3,5.26,1,1.75,0,0.0,0,0.0
UCS,57,CT45A1,CT45A1,3,5.26,0,0.0,0,0.0,0,0.0
UCS,57,PAGE5,PAGE5,3,5.26,3,5.26,3,5.26,3,5.26
UCS,57,PLAC1,PLAC1,3,5.26,1,1.75,0,0.0,0,0.0
UCS,57,SSX2,SSX2,3,5.26,3,5.26,1,1.75,0,0.0
UCS,57,TKTL1,TKTL1,3,5.26,3,5.26,1,1.75,0,0.0
UCS,57,CXorf49,CXorf49,2,3.51,0,0.0,0,0.0,0,0.0
UCS,57,DKKL1,DKKL1,2,3.51,1,1.75,0,0.0,0,0.0
UCS,57,DPEP3,DPEP3,2,3.51,1,1.75,0,0.0,0,0.0
UCS,57,MAGEA1,MAGEA1,2,3.51,0,0.0,0,0.0,0,0.0
UCS,57,MAGEA12,MAGEA12,2,3.51,1,1.75,0,0.0,0,0.0
UCS,57,MAGEC1,MAGEC1,2,3.51,0,0.0,0,0.0,0,0.0
UCS,57,MAGEC2,MAGEC2,2,3.51,2,3.51,2,3.51,0,0.0
UCS,57,VCX,VCX,2,3.51,2,3.51,1,1.75,1,1.75
UCS,57,VCX3B,VCX3B,2,3.51,1,1.75,1,1.75,1,1.75
UCS,57,CGB8,CGB8,1,1.75,0,0.0,0,0.0,0,0.0
UCS,57,CT83,CT83,1,1.75,0,0.0,0,0.0,0,0.0
UCS,57,FATE1,FATE1,1,1.75,0,0.0,0,0.0,0,0.0
UCS,57,LIN28B,LIN28B,1,1.75,1,1.75,0,0.0,0,0.0
UCS,57,MAGEA10,MAGEA10,1,1.75,0,0.0,0,0.0,0,0.0
UCS,57,MAGEA2,MAGEA2,1,1.75,0,0.0,0,0.0,0,0.0
UCS,57,MEIOB,MEIOB,1,1.75,0,0.0,0,0.0,0,0.0
UCS,57,PAGE1,PAGE1,1,1.75,1,1.75,0,0.0,0,0.0
UCS,57,PASD1,PASD1,1,1.75,0,0.0,0,0.0,0,0.0
UCS,57,SSX4,SSX4,1,1.75,1,1.75,0,0.0,0,0.0
UCS,57,VCY,VCY,1,1.75,0,0.0,0,0.0,0,0.0
UCS,57,XAGE2,XAGE2,1,1.75,1,1.75,0,0.0,0,0.0
UCS,57,XAGE3,XAGE3,1,1.75,1,1.75,1,1.75,0,0.0
UVM,79,PRAME,PRAME,31,39.24,27,34.18,20,25.32,11,13.92
UVM,79,SSX4,SSX4,3,3.8,0,0.0,0,0.0,0,0.0
UVM,79,SSX1,SSX1,2,2.53,1,1.27,0,0.0,0,0.0
UVM,79,SSX5,SSX5,2,2.53,2,2.53,1,1.27,0,0.0
UVM,79,C20orf141,C20orf141,1,1.27,0,0.0,0,0.0,0,0.0
UVM,79,XAGE2,XAGE2,1,1.27,0,0.0,0,0.0,0,0.0
